ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4",,"GPC brick no, level 1",,"GPC brick no, level 2",,"GPC brick no, level 3",,Ekstra kategorier
Ra00451,"Plantepostej, ærteprotein og svamp",Frugt/grøntsagsprodukter,"Plant paste, pea protein and mushroom",Fruit/vegetable products,kg,0.17,0.08,0.03,0.24,0.26,0.00,0.78,887,16,5.1,11,Data on inputs and outputs of the food processing industry is modelled using: Veganske Opskrifter (2020); Hetherington et al. (2012).,It has been assumed that the food processing industry is located in Denmark. Ingredients from a home cooking recipe in Veganske Opskrifter (2020). Manufacturing energy assumed as in mayonnaise production from Hetherington et al. (2012). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000289,Fa0256,Pa017,Ma0333,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000289,Vegetable Based Products / Meals – Ready to Eat (Perishable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193100,Vegetable Based Products / Meals,Plantebaserede alternativer
Ra00452,Chilli cheese tops,Tilberedte/konserverede fødevarer,Chilli cheese tops,Prepared/preserved foods,kg,1.32,0.10,0.04,0.24,0.15,0.03,1.87,1064,13,25,8.5,Data on inputs and outputs of the food processing industry is modelled using: One Kitchen (2018); Mc Donalds (2020); ADEME (2020c); ADEME (2020j).,"It has been assumed that the food processing industry is located in Denmark. Ingredients from One Kitchen (2018), recipe for home cooking. The mass balance includes estimated wastage of pepper (seeding, etc.) and water evaporation during frying, based on the dry mass of the ingredients and that of the final product by Mc Donalds (2020). Manufacturing considers two processes taken from Agribalyse database (ADEME 2020c; 2020j): deep frying (electricity + oil consumption) and freezing, approximated as beef freezing. Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10007276,Fa0258,Pa069,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10007276,Snacks Other,50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50192100,Snacks,
Ra00453,Mozarella sticks,Tilberedte/konserverede fødevarer,Mozarella sticks,Prepared/preserved foods,kg,2.67,0.15,-0.37,0.35,0.11,0.00,2.92,1341,18,20,18,Data on inputs and outputs of the food processing industry is modelled using: Djekic et al. (2014); Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Data from seven dairies, given as ranges, in Djekic et al. (2014). The arithmetic averages are used. Production of whey and cream is not reported, we approximate this with data for yellow cheese production from the DK food database (Nielsen et al. 2003), assuming that they are produced proportionaly to the milk input. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10007276,Fa0083,Pa034,Ma0333,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10007276,Snacks Other,50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50192100,Snacks,
Ra00454,"Chili con carne, færdigretter",Tilberedte/konserverede fødevarer,"Chili con carne, ready meals",Prepared/preserved foods,kg,16.96,3.31,-0.66,1.18,0.27,0.00,21.07,341,4,4.8,6,Data on inputs and outputs of the food processing industry is modelled using: ADEME (2020u); DEFRA (2009).,"It has been assumed that the food processing industry is located in Denmark. Ingredients from the Agribalyse data set for chili con carne (ADEME 2020u), adding the waste for peeling, etc., of tomato and onion. The mass balance assumes some mass in the inputs goes out as evaporated water in cooking. Manufacturing energy is taken as in production of a lamb shank ready meal in DEFRA (2009). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006751,Fa0259,Pa052,Ma0333,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10006751,Ready-Made Combination Meals – Ready to Eat (Perishable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193800,Ready-Made Combination Meals,
Ra00455,"Vegansk boller, sojabaseret",Tilberedte/konserverede fødevarer,"Vegan balls, soy based",Prepared/preserved foods,kg,0.02,0.20,0.28,0.26,0.07,0.03,0.86,750,10,3.9,15,Data on inputs and outputs of the food processing industry is modelled using: Naturli (2020b);ADEME (2020); Davis and Sonesson (2008).,"It has been assumed that the food processing industry is located in Denmark. Main ingredient is soy protein, assumed as soy protein concentrate (SPC), given the ratio between ingredient and protein content in the product (15/22 = 68%), which is in accordance with SPC. Ingredients other than soy protein estimated from the actual Naturli product (Naturli 2020b). Oil is assumed equal to the fat content in the nutritional composition. The rest of dry mass is evenly distributed between starch, onion, spices, and salt. Other minor ingredients neglected and the balance for wet weight is accomplished with tap water. Manufacturing is approximated as pork sausage production from Davis and Sonesson (2008). Freezing is approximated with Agribalyse data on beef freezing (ADEM 2020c). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000291,Fa0296,Pa066,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000291,Vegetable Based Products / Meals – Not Ready to Eat (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193100,Vegetable Based Products / Meals,Plantebaserede alternativer
Ra00456,"Veganske schnitzler, sojabaseret",Tilberedte/konserverede fødevarer,"Vegan schnitzels, soy based",Prepared/preserved foods,kg,0.10,0.23,1.09,0.26,0.07,0.03,1.78,963,13,13,13,Data on inputs and outputs of the food processing industry is modelled using: Naturli (2020c); ADEME (2020); Davis and Sonesson U (2008).,"It has been assumed that the food processing industry is located in Denmark. List of ingrredients from Naturli (2020c). Main ingredient is soy protein, assumed as soy protein isolate, given the ratio between ingredient and protein content in the product (13/15 = 87%), which is in accordance with ISP. Rapeseed oil is assumed equal to the fat content in the nutritional composition. The rest of dry mass is attributed to the breading, for which ingredients are listed. These are assumed as 30% rice flour, 30% chickpea flour, 30% corn starch, 5% salt and 5% sugar . Other minor ingredients neglected and the balance for wet weight is accomplished with tap water. Manufacturing is approximated as pork sausage production from Davis and Sonesson (2008). Freezing is approximated with Agribalyse data on beef freezing ADEME (2020c). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000291,Fa0297,Pa066,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000291,Vegetable Based Products / Meals – Not Ready to Eat (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193100,Vegetable Based Products / Meals,Plantebaserede alternativer
Ra00457,"Vegansk burgere, sojabaseret",Tilberedte/konserverede fødevarer,"Vegan burgers, soy based",Prepared/preserved foods,kg,0.04,0.19,0.26,0.26,0.07,0.03,0.85,692,9,3.9,15,Data on inputs and outputs of the food processing industry is modelled using: Naturli (2020d); ADEME (2020); Davis and Sonesson (2008).,"It has been assumed that the food processing industry is located in Denmark. Main ingredient is soy protein, assumed as soy protein concentrate (SPC), given the ratio between ingredient and protein content in the product (15/21 = 71%), which is in accordance with SPC. Ingredients other than soy protein estimated from the actual Naturli product (Naturli 2020d). Oil and salt is assumed equal to the fat and salt content in the nutritional composition. The rest of dry mass is modelled as spices. Other minor ingredients neglected and the balance for wet weight is accomplished with tap water. Manufacturing is approximated as pork sausage production from Davis and Sonesson (2008). Freezing is approximated with Agribalyse data on beef freezing (ADEME 2020c). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000291,Fa0298,Pa066,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000291,Vegetable Based Products / Meals – Not Ready to Eat (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193100,Vegetable Based Products / Meals,Plantebaserede alternativer
Ra00458,"Vegansk fars, plantefars, ærtebaseret",Tilberedte/konserverede fødevarer,"Vegan minced, pea based",Prepared/preserved foods,kg,0.15,0.15,0.09,0.14,0.07,0.00,0.61,880,11,9.6,18,Data on inputs and outputs of the food processing industry is modelled using: Hetherington et al. (2012); Naturli (2020e).,"It has been assumed that the food processing industry is located in Denmark. Ingredients list from the actual product (Naturli 2020e), declaring only 21% pea protein. This is assumed to be pea protein concentrate (50% protein) rather than isolate (80% protein), given that wheat gluten is also declared as ingredient, however the protein content in the product is 18%, which would not allow gluten to contribute to protein in the product if pea protein isolate is used. The gluten ingredient content is calculated as the protein content in the product minus the contribution from pea protein concentrate. Coconut oil is calculated as total fat minus the contribution from pea protein concentrate and gluten. Sugar and salt are obtained directly from the nutritional profile. The remaining ingredients are coarsely estimated as 1% almonds, and 0.005% beet, tomato and mushrooms each. Manufacturing is coarsely approached as mayonnaise production from Hetherington et al. (2012), as this product is not industrially cooked. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000291,Fa0299,Pa059,Ma0333,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000291,Vegetable Based Products / Meals – Not Ready to Eat (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193100,Vegetable Based Products / Meals,Plantebaserede alternativer
Ra00459,"Veganske pølser, sojabaseret",Tilberedte/konserverede fødevarer,"Vegan sausages, soy based",Prepared/preserved foods,kg,0.03,0.20,1.04,0.26,0.07,0.03,1.63,743,11,4.3,13,Data on inputs and outputs of the food processing industry is modelled using: Naturli (2020f);ADEME (2020c);Davis and Sonesson (2008).,"It has been assumed that the food processing industry is located in Denmark. Main ingredient is soy protein, assumed as soy protein isolate (SPI), althought it is not clear if it could be soy protein concentrate (SPC) instead. The ratio between ingredient and protein content in the product (13/17 = 76%) seems high for SPC. Ingredients other than soy protein estimated from the actual Naturli product (Naturali 2020f). Oil, starch and salt are assumed equal to the fat, carbohydrate and salt content, respectively, in the nutritional composition. The rest of dry mass is modelled as onion and spices, 1% each. Other minor ingredients are neglected and the balance for wet weight is accomplished with tap water. Manufacturing is approximated as pork sausage production from Davis and Sonesson (2008). Freezing is approximated with Agribalyse data on beef freezing (ADEME 2020c). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000291,Fa0300,Pa066,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000291,Vegetable Based Products / Meals – Not Ready to Eat (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193100,Vegetable Based Products / Meals,Plantebaserede alternativer
Ra00460,"Veganske nuggets, sojabaseret",Tilberedte/konserverede fødevarer,"Vegan nuggets, soy based",Prepared/preserved foods,kg,0.11,0.25,0.95,0.64,0.08,0.03,2.05,903,10,15,14,Data on inputs and outputs of the food processing industry is modelled using: Nemlig (2020t); ADEME (2020c); Davis and Sonesson (2008).,"It has been assumed that the food processing industry is located in Denmark. Ingredients list from Nemlig (2020t) for the actual product. Main ingredient is rehydrated soy protein (45% of ingredient mass), assumed as soy protein isolate (SPI). The SPI content is calculated based on the protein content as in the nutritional profile of the product and the protein content in SPI, the remaining mass modelled as rehydration water. Ingredients other than soy protein estimated as follows: salt is assumed equal to the salt content in the nutritional composition. Vegetable oil (50% rapeseed and 50% sunflower) also based on total fat content in the product. Wheat flour is estimated based on the sum of carbohydrates, considering that 1 kg flour contains 0.75 kg carbohydrates, based on USDA data. Onion and corn starch assumed as 1% of ingredients each. Other minor ingredients neglected and the balance for wet weight is accomplished with tap water. Manufacturing is approximated as pork sausage production from Davis and Sonesson (2008). Freezing is approximated with Agribalyse data on beef freezing (ADEME 2020c). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000291,Fa0301,Pa070,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000291,Vegetable Based Products / Meals – Not Ready to Eat (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193100,Vegetable Based Products / Meals,Plantebaserede alternativer
Ra00461,Vegansk pulled beans,Tilberedte/konserverede fødevarer,Vegan pulled beans,Prepared/preserved foods,kg,0.01,0.35,1.09,0.64,0.08,0.03,2.21,586,0.5,2.3,27.4,Data on inputs and outputs of the food processing industry is modelled using: Hetherington et al. (2012); ADEME (2020c); Nemlig (2020m).,"It has been assumed that the food processing industry is located in Denmark. Ingredients are taken from the actual product as shown in Nemlig (2020m). Soy concentrate ismodelled as soy isolate. Salt equals the total salt content in the product based on its nutritional profile. Content in sugar and vinegar roughly assumed as 0.005 and 0.01 kg/kg product. Water in ingredients calculated as a balancing component. Manufacturing includes production, taken roughly as mayonnnaise production from Hetherington et al. (2012). The assumption is that this product requires not much processing or industrial cooking. Freezing is modelled as beef freezing from Agribalyse (ADEME 2020c). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005823,Fa0276,Pa070,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10005823,Meat Substitutes  (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193600,Meat Substitutes,Plantebaserede alternativer
Ra00462,Pulled pork,Kød/fjerkræ,Pulled pork,Meat/poultry,kg,2.30,0.45,0.18,0.64,0.10,0.00,3.68,534,6.4,1.5,16,Data on inputs and outputs of the food processing industry is modelled using: Nemlig (2020n); DEFRA (2009).,"It has been assumed that the food processing industry is located in Denmark. Ingredients from the actual product as shown in Nemlig (2020n). The ingredients salt and sugar are taken from the nutritional profile. Minor ingredients are roughly estimated as 1% corn starch (accounts for maltodextrin and corn starch), 1% spices and 1% herbs. Others are neglected. Manufacturing assumed as lamb shank ready meal in DEFRA (2009). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005781,Fa0277,Pa070,Ma0333,Meat/poultry/other animals,Kød/fjerkræ,10005781,Pork – Prepared/Processed,50000000,Food/Beverage/Tobacco,50240000,Meat/Poultry/Other Animals,50240100,Meat/Poultry/Other Animals – Prepared/Processed,
Ra00463,Pulled beef,Kød/fjerkræ,Pulled beef,Meat/poultry,kg,32.55,6.35,-1.42,0.64,0.10,0.00,38.22,511,3.6,4,18,Data on inputs and outputs of the food processing industry is modelled using: DEFRA (2009); Tulip (2020).,"It has been assumed that the food processing industry is located in Denmark. Data taken from from the actual product as shown in Tulip (2020). The ingredients salt and sugar are taken from the nutritional profile. Minor ingredients are roughly estimated as 1% corn starch (accounts for maltodextrin and corn starch), 1% spices and 1% herbs. Others are neglected. Manufacturing assumed as lamb shank ready meal in DEFRA (2009). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005767,Fa0278,Pa070,Ma0333,Meat/poultry/other animals,Kød/fjerkræ,10005767,Beef – Prepared/Processed,50000000,Food/Beverage/Tobacco,50240000,Meat/Poultry/Other Animals,50240100,Meat/Poultry/Other Animals – Prepared/Processed,
Ra00464,Vegansk chorizo,Tilberedte/konserverede fødevarer,Vegan chorizo,Prepared/preserved foods,kg,0.04,0.26,0.81,0.64,0.07,0.03,1.84,744,10.4,4.1,14.6,Data on inputs and outputs of the food processing industry is modelled using: Nemlig (2020k); ADEME (2020b); ADEME (2020c).,"It has been assumed that the food processing industry is located in Denmark. Ingredients taken from the actual product reported by CONCITO, as shown in Nemlig (2020k). Both soy protein isolate and soy concentrate modelled as soy isolate. Other ingredients are quantified by assigning them to a given nutrient (sugar, fat, etc.) and the total dry mass content of 33.8% in the final product is achieved by balancing with spices. Other minor ingredients are excluded. Manufacturing takes data from Agribalyse for sausage preparation and freezing (as beef freezing) (ADEME 2020b; 2020c). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005823,Fa0269,Pa070,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10005823,Meat Substitutes  (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193600,Meat Substitutes,Plantebaserede alternativer
Ra00465,Risnudler,Tilberedte/konserverede fødevarer,Rice noodles,Prepared/preserved foods,kg,0.40,0.16,0.50,0.23,0.11,0.01,1.41,1515,1.2,82,5.1,Data on inputs and outputs of the food processing industry is modelled using: Bevilacqua et al. (2007).,"It has been assumed that the food processing industry is located in Denmark. Ingredients according to CONCITO are 89% rice flour, 10% tapioca starch (modelled as potato starch), salt (assumed as 1%). Manufacturing energy, etc., as in pasta from Bevilacqua et al. (2007). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000242,Fa0257,Pa002,Ma0332,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000242,Pasta/Noodles – Not Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50192900,Pasta/Noodles,
Ra00466,Jalapenos,Frugt/grøntsagsprodukter,Jalapenos,Fruit/vegetable products,kg,0.47,0.03,0.21,0.22,0.60,0.01,1.54,138,0.5,6,1,Data on inputs and outputs of the food processing industry is modelled using: Carlsson-Kanyama and Faist (2000).,It has been assumed that the food processing industry is located in United States. Assumed as tomato canning. Mass and energy balance from Appendixes 3 and 6 in Carlsson-Kanyama and Faist (2000). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000272,Fa0125,Pa043,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000272,Vegetables – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102100,Vegetables – Prepared/Processed,
Ra00467,Taco shells,Tilberedte/konserverede fødevarer,Taco shells,Prepared/preserved foods,kg,0.28,0.07,1.09,0.26,0.11,0.01,1.81,2000,21.6,63.8,5.9,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020ak); Open Food Facts (2020al); Guzmán-Soria et al. (2019).,"It has been assumed that the food processing industry is located in Denmark. Approximated as tortilla chips  (Open Food Facts 2020ak; 2020 al), excluding cheese.  Waste neglected. Manufacturing energy is taken from Guzmán Soria et al. (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000299,Fa0207,Pa066,Ma0332,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000299,Dough Based Products / Meals – Ready to Eat – Savoury (Shelf Stable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193300,Dough Based Products / Meals,
Ra00468,Mango chutney,Krydderier/konserveringsmidler/ekstrakter,Mango chutney,Seasonings/preservatives/extracts,kg,0.87,0.04,0.71,0.64,0.62,0.01,2.90,940,0,55,0,"Data on inputs and outputs of the food processing industry is modelled using: Simply recipes (2020b); ADEME (2020d); Nemlig (2020g)
.","It has been assumed that the food processing industry is located in Denmark. Ingredients from a home cooking recipe (Simply recipes 2020b). The mass balance includes estimated wastage of ingredients (peeling, etc.) and water evaporation during cooking, based on the dry mass of the ingredients and that of the final product based on a commercial product (Nemlig 2020g). Manufacturing considers boiling taken from Agribalyse (ADEME 2020d). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000180,Fa0260,Pa042,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000180,Chutneys/Relishes (Shelf Stable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171900,Pickles/Relishes/Chutneys/Olives,
Ra00469,Grøn karrypasta,Krydderier/konserveringsmidler/ekstrakter,Green curry paste,Seasonings/preservatives/extracts,kg,0.27,0.06,0.53,0.78,0.31,0.01,1.97,662,12,8.7,1.6,Data on inputs and outputs of the food processing industry is modelled using: Minimalist Baker (2020); Andersson et al. (1998).,"It has been assumed that the food processing industry is located in Denmark. Based on a home-made recipe (Minimalist Baker 2020). Amounts of most ingredients are estimated. 3% waste rate in ingredients is assumed. Manufacturing energy, etc., is approximated by ketchup production in Andersson et al. (1998). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000057,Fa0089,Pa037,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000057,Sauces – Cooking (Shelf Stable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171800,Sauces/Spreads/Dips/Condiments,
Ra00470,"Nudler, æg",Tilberedte/konserverede fødevarer,"Noodles, eggs",Prepared/preserved foods,kg,0.52,0.05,0.23,0.23,0.11,0.01,1.15,1477,2.1,68,14.3,Data on inputs and outputs of the food processing industry is modelled using: Bevilacqua et al. (2007); ADEME (2020a).,"It has been assumed that the food processing industry is located in Denmark. All data as in pasta from Bevilacqua et al. (2007) except content in egg, which is taken from the CONCITO list of ingredients as 5%. We have included the waste (shells etc.) in egg processing as 10% of the raw egg mass, based on data from Agribalyse database. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000242,Fa0007,Pa002,Ma0332,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000242,Pasta/Noodles – Not Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50192900,Pasta/Noodles,
Ra00471,Rispandekager,Korn-/gryn-/bælgfrugtprodukter,Rice pancakes,Cereal/grain/pulse products,kg,0.33,0.15,0.58,0.67,0.10,0.01,1.84,1430,0.5,77.4,5.8,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020w); Konstantas et al. (2019); Bevilacqua et al. (2007).,"It has been assumed that the food processing industry is located in Denmark. Ingredients are modelled as spring roll wrappers (Open Food Facts 2020w). We assume 1% ingredient loss, as in pasta production by Bevilacqua et al. (2007). Manufacturing is assumed as the average for cake production by Konstantas et al. (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000285,Fa0171,Pa024,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000285,Cereals Products – Not Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221200,Processed Cereal Products,
Ra00472,"Vegansk is, havre",Tilberedte/konserverede fødevarer,"Vegan ice cream, oats",Prepared/preserved foods,kg,0.42,0.21,0.25,0.51,0.11,0.03,1.53,888,9.9,27.3,1.2,Data on inputs and outputs of the food processing industry is modelled using: Konstantas et al. (2018b); Nemlig (2020c).,"It has been assumed that the food processing industry is located in Denmark. Ingredients are partly obtained from a commercial product (Nemlig 2020c) and by the ice cream model by Konstantas et al. (2018). From the commercial product we estimate coconut oil as 50% of the total fat in the product, cocoa and chocolate are indicated as actual percentages, while oat drink is estimated as the balancing ingredient, once including all other ingredients from Konstantas et al. (2018b), from which we exclude animal-based products and water. Manufaturing energy consumption also as reported in Konstantas et al. (2018). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000215,Fa0102,Pa039,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000215,Ice Cream/Ice Novelties (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50192300,Desserts/Dessert Sauces/Toppings,Plantebaserede alternativer
Ra00473,Vegansk mayo,Krydderier/konserveringsmidler/ekstrakter,Vegan mayo,Seasonings/preservatives/extracts,kg,0.08,0.29,1.96,0.64,0.09,0.01,3.07,2572,68.8,0.9,0.6,Data on inputs and outputs of the food processing industry is modelled using: Hetherington et al. (2012); Planteæderen (2017); Nemlig (2020o).,"It has been assumed that the food processing industry is located in Denmark. Ingredients have been taken from a home-cooking recipe in Planteæderen (2017), giving a similar oil content as in the CONCITO product. Manufacturing assumed as in mayonnaise from Hetherington et al. (2012). The dry mass content in the product is an estimate, where fat is taken as 62% as in the CONCITO product, while carbohydrates + protein + salt are taken from a commercial product in Nemlig (2020o). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000199,Fa0279,Pa042,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000199,Dressings/Dips (Perishable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171800,Sauces/Spreads/Dips/Condiments,Plantebaserede alternativer
Ra00474,Svampeburger,Tilberedte/konserverede fødevarer,Mushroom burger,Prepared/preserved foods,kg,0.05,0.24,0.45,0.64,0.08,0.00,1.47,679,7.1,4.1,19,Data on inputs and outputs of the food processing industry is modelled using: Hetherington et al. (2012); Open Food Facts (2020ar).,"It has been assumed that the food processing industry is located in Denmark. Ingredients are a rough estimate. The only certain amount in the CONCITO product is that of mushrooms (10%). The remaining ingredients are estimated based on the nutritional composition of a commercial product in Open Food Facts (2020ar), as follows: Fat content is 100% assigned to sunflower oil. Protein content is assigned 50% to wheat gluten and 50% to soy protein (both modelled as soy protein). Fibre content is assigned 50% to wheat flour and 50% to rice bran. Salt content is assigned 50% to soy sauce - that contains 17% salt by weight - and 50% to salt as ingredient. Sugar content is assigend 100% to sugar. Remaining mass is water. Mushrooms contribution to any of the above except water is neglected. Manufacturing energy unknown. We assume it is a simple processing (mixing etc.) and we take mayonnaise production as an approximateion from Hetherington et al. (2012). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005825,Fa0261,Pa070,Ma0333,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10005825,Meat Substitutes (Shelf Stable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193600,Meat Substitutes,Plantebaserede alternativer
Ra00475,Vegansk pålæg,Frugt/grøntsagsprodukter,Vegan cold cuts,Fruit/vegetable products,kg,1.19,0.37,0.61,0.02,0.14,0.00,2.34,680,14,1.3,7.8,Data on inputs and outputs of the food processing industry is modelled using: Danish Crown Foods (2020); Davis and Sonesson (2008); Christian Chefs International (2020).,"It has been assumed that the food processing industry is located in Denmark. Ingredients list from actual product (Danish Crown Foods 2020). Pepper content is 7% of ingredient mass, this input is increased to account for losses during peeling according to Christian Chefs International (2020). Rapeseed oil input estimated as total fat in product minus saturated fat in product. Egg white is assumed to be used dried; its content is estimated assuming that all protein in the product comes from this ingredient, which contains 79% protein in wet weight. Salt and sugar directly obtained from the nutritional composition. As gelling agents only xanthan gum considered, estimated assuming that it equals the carbohydrate content minus sugars. Other minor ingredients are neglected and the balance for wet weight is accomplished with tap water. Manufacturing is approximated as pork sausage production from Davis and Sonesson (2008). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000271,Fa0302,Pa022,Ma0333,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000271,Vegetables – Prepared/Processed (Perishable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102100,Vegetables – Prepared/Processed,Plantebaserede alternativer
